date,kinetic_score,narrative_volume,sentiment_score
2021-03-12,1,87,0.1918451996385605
2021-03-13,6,147,0.40145326926872976
2021-03-14,4,118,0.49094166404701306
2021-03-15,4,90,0.23740070697455995
2021-03-16,3,49,0.36846422015551683
2021-03-17,7,110,0.3207503485159136
2021-03-18,5,105,0.02590451555402984
2021-03-19,3,77,0.3267742665703261
2021-03-20,3,87,0.376025109463536
2021-03-21,9,103,0.30893939191456493
2021-03-22,3,97,0.31137294602129806
2021-03-23,3,110,0.4034920927080599
2021-03-24,7,121,0.2156455037754529
2021-03-25,7,103,0.35689366744696416
2021-03-26,7,78,0.21829985607391056
2021-03-27,5,125,0.25553624417543597
2021-03-28,6,84,0.1755345296688583
2021-03-29,6,103,0.564357158339855
2021-03-30,4,109,0.3223884024279131
2021-03-31,8,150,0.35239526671077936
2021-04-01,3,117,0.06792626260218693
2021-04-02,6,95,0.27272764302523295
2021-04-03,6,79,0.35166693086481227
2021-04-04,3,100,0.3158255980953367
2021-04-05,3,97,0.31550366235955185
2021-04-06,2,85,0.31064302276918965
2021-04-07,6,105,0.27451787316276355
2021-04-08,5,109,0.2227332857726529
2021-04-09,2,114,0.18709482287827706
2021-04-10,1,89,0.3489374561227918
2021-04-11,3,114,0.344426331148604
2021-04-12,6,66,0.47646869342627185
2021-04-13,6,74,0.4754794181984365
2021-04-14,6,119,0.29690417493634264
2021-04-15,3,143,0.36722572844137724
2021-04-16,5,67,0.35518636553095007
2021-04-17,4,105,0.3982690983945514
2021-04-18,6,93,0.31985583628962916
2021-04-19,4,80,0.405364179660784
2021-04-20,6,112,0.14808200170138228
2021-04-21,3,92,0.32425204256125195
2021-04-22,5,109,0.3532595109370551
2021-04-23,4,98,0.3620672097550678
2021-04-24,8,69,0.2942095092662215
2021-04-25,5,116,0.3133847654246
2021-04-26,3,122,0.2919584226291007
2021-04-27,4,91,0.26908278765313604
2021-04-28,4,108,0.10703154036858425
2021-04-29,6,101,0.4065480375065351
2021-04-30,11,131,0.24771399728467317
2021-05-01,3,79,0.22322024348958713
2021-05-02,1,99,0.32342147325365206
2021-05-03,5,119,0.2786011155774491
2021-05-04,7,105,0.5455300139910895
2021-05-05,3,87,0.41890165311075517
2021-05-06,6,115,0.40485309385076007
2021-05-07,3,147,0.3937838301566644
2021-05-08,4,105,0.3334456789987025
2021-05-09,4,117,0.20493162085946728
2021-05-10,3,30,0.2129776757856488
2021-05-11,10,116,0.35072740311072975
2021-05-12,7,96,0.3146713686433323
2021-05-13,6,116,0.15106069403506936
2021-05-14,6,104,0.4577453279763474
2021-05-15,7,121,0.19734847005889394
2021-05-16,4,107,0.24741946126870432
2021-05-17,1,97,0.09647597593744958
2021-05-18,7,112,0.3987308899256625
2021-05-19,4,113,0.2900824136220617
2021-05-20,7,74,0.4443764604073259
2021-05-21,10,124,0.3491404567019497
2021-05-22,3,72,0.2683902131563473
2021-05-23,3,87,0.3995752236681356
2021-05-24,1,96,0.23118403098997273
2021-05-25,6,80,0.295228864385802
2021-05-26,6,82,0.30376602331679375
2021-05-27,2,79,0.2718899707114045
2021-05-28,5,127,0.39246336829127687
2021-05-29,2,136,0.33579257286917685
2021-05-30,7,96,0.4317278226731186
2021-05-31,4,86,0.2516114165945678
2021-06-01,6,159,0.2903371093376779
2021-06-02,7,121,0.2889266570919304
2021-06-03,6,104,0.40470983026121543
2021-06-04,9,129,0.4380091354147452
2021-06-05,5,99,0.41727290192593647
2021-06-06,6,107,0.2913155222869808
2021-06-07,4,99,0.3477040827223121
2021-06-08,2,58,0.3254173892246202
2021-06-09,5,116,0.42225009148868803
2021-06-10,6,98,0.2962777763490158
2021-06-11,3,114,0.29192834198914175
2021-06-12,2,102,0.34525348918213344
2021-06-13,6,122,0.1960094072874469
2021-06-14,5,96,0.3217432873179723
2021-06-15,8,103,0.34492284349197455
2021-06-16,5,120,0.274761995653555
2021-06-17,10,96,0.3125576453471542
2021-06-18,1,78,0.15599491174057054
2021-06-19,5,132,0.40098170893426344
2021-06-20,6,76,0.14672041477376543
2021-06-21,8,115,0.32811914239693757
2021-06-22,4,99,0.20496518168982653
2021-06-23,5,130,0.3773083189177527
2021-06-24,3,80,0.35510373022425373
2021-06-25,4,99,0.3552489954417148
2021-06-26,6,94,0.340119221632689
2021-06-27,6,85,0.38949243769444414
2021-06-28,5,76,0.3309820710227027
2021-06-29,4,124,0.4623396562299046
2021-06-30,6,83,0.46391168054440673
2021-07-01,5,111,0.4628396623128538
2021-07-02,2,77,0.2288701375239462
2021-07-03,3,87,0.3701373064839223
2021-07-04,9,94,0.47268338422187606
2021-07-05,3,80,0.36294135848867876
2021-07-06,4,121,0.3609138120907177
2021-07-07,6,101,0.4227050059970152
2021-07-08,3,110,0.35823959599840627
2021-07-09,3,85,0.27611192521334027
2021-07-10,8,101,0.2901110346808857
2021-07-11,6,76,0.26469839432744374
2021-07-12,8,127,0.35578103063518624
2021-07-13,3,87,0.2813028697014554
2021-07-14,1,101,0.3529692754356731
2021-07-15,5,75,0.35999287299962046
2021-07-16,3,95,0.4490726136849952
2021-07-17,2,88,0.2589068843700816
2021-07-18,2,92,0.3170416222375488
2021-07-19,8,97,0.3989369438282131
2021-07-20,6,88,0.04089577078550899
2021-07-21,1,89,0.33918040054025467
2021-07-22,2,80,0.2969061002844376
2021-07-23,5,123,0.21370946612495012
2021-07-24,8,87,0.4826009713546936
2021-07-25,4,128,0.4214479133907347
2021-07-26,5,101,0.472212860568497
2021-07-27,2,92,0.3184680305864908
2021-07-28,1,73,0.20283859614893485
2021-07-29,4,105,0.22921473232568168
2021-07-30,2,119,0.2243204911430539
2021-07-31,3,126,0.355623000940066
2021-08-01,5,101,0.3268592278863257
2021-08-02,7,79,0.1033643410623998
2021-08-03,5,106,0.3815737212539297
2021-08-04,10,79,0.3502900404914136
2021-08-05,4,107,0.23486431062081708
2021-08-06,8,136,0.3623548856901637
2021-08-07,5,116,0.20732868975078184
2021-08-08,4,133,0.3394671529822981
2021-08-09,5,84,0.3648280433843859
2021-08-10,4,83,0.09058793723362227
2021-08-11,6,69,0.42625841034271816
2021-08-12,5,130,0.5006092888159123
2021-08-13,7,96,0.2546771950672725
2021-08-14,6,83,0.28647571043679687
2021-08-15,9,122,0.2695776118828186
2021-08-16,5,89,0.3771438991915824
2021-08-17,7,96,0.43904997812407465
2021-08-18,2,99,0.47722515966697443
2021-08-19,5,115,0.42269332238843077
2021-08-20,2,80,0.2107544160643096
2021-08-21,5,89,0.2985980461742411
2021-08-22,3,64,0.1973359265264269
2021-08-23,5,97,0.2395987725074873
2021-08-24,5,73,0.5414790998658632
2021-08-25,4,85,0.2189747562985619
2021-08-26,6,107,0.48115048125935167
2021-08-27,3,91,0.5010009289300001
2021-08-28,4,96,0.4374876419148185
2021-08-29,3,90,0.20466713917412876
2021-08-30,7,117,0.29221628029871977
2021-08-31,5,102,0.1561722021682633
2021-09-01,8,119,0.3656360869828548
2021-09-02,6,80,0.3423599065593461
2021-09-03,7,78,0.34283070972076485
2021-09-04,3,123,0.5589563642018613
2021-09-05,5,103,0.431759753560796
2021-09-06,7,80,0.24952250787717825
2021-09-07,4,86,0.09703261322604176
2021-09-08,8,76,0.4187679388461564
2021-09-09,4,89,0.3777531240814944
2021-09-10,5,120,0.1683251153177943
2021-09-11,9,65,0.07230087924669487
2021-09-12,6,106,0.31904996797790663
2021-09-13,6,117,0.24732445673450093
2021-09-14,5,62,0.2703732556491118
2021-09-15,4,119,0.47106133725819255
2021-09-16,3,101,0.41618783026081907
2021-09-17,3,119,0.3501094169939845
2021-09-18,8,142,0.18869455729362877
2021-09-19,5,94,0.05972460651003125
2021-09-20,6,85,0.1679977488779294
2021-09-21,2,95,0.09321452735640073
2021-09-22,4,93,0.22478435944094166
2021-09-23,6,82,0.32686614266837727
2021-09-24,7,72,0.11420079583755954
2021-09-25,8,90,0.3146793011985549
2021-09-26,3,94,0.21088077745847122
2021-09-27,4,110,0.28316917660379304
2021-09-28,4,114,0.32332161312635016
2021-09-29,5,77,0.3108559705776523
2021-09-30,1,97,0.11181509545023607
2021-10-01,2,60,0.3732649360729083
2021-10-02,8,127,0.2749953485401047
2021-10-03,9,78,0.25891857120454154
2021-10-04,4,100,0.2838655788348206
2021-10-05,3,122,0.18165938117334685
2021-10-06,6,90,0.2985547729121721
2021-10-07,4,78,0.26381886607674326
2021-10-08,3,98,0.32289824250610777
2021-10-09,8,76,0.31429430947637066
2021-10-10,6,74,0.21349607736510068
2021-10-11,5,95,0.533416358012704
2021-10-12,7,99,0.24322942157813143
2021-10-13,7,92,0.3280121388969449
2021-10-14,7,105,0.4045896715495869
2021-10-15,4,57,0.6137748533659995
2021-10-16,9,96,0.41337700968670643
2021-10-17,6,139,0.2758585589579794
2021-10-18,5,82,0.2316040498200903
2021-10-19,3,89,0.38566171046256775
2021-10-20,3,108,0.2406159837753361
2021-10-21,7,67,0.13674415970079065
2021-10-22,2,62,0.32132937073729384
2021-10-23,4,96,0.22904277070467752
2021-10-24,5,94,0.3633361314843652
2021-10-25,7,100,0.4003709523810678
2021-10-26,5,116,0.3559449075995037
2021-10-27,6,86,0.2590717561886896
2021-10-28,4,87,0.30153789813721055
2021-10-29,4,116,0.21328697842890995
2021-10-30,3,90,0.38743891807127273
2021-10-31,7,51,0.28657208378136956
2021-11-01,2,110,0.2183596013898958
2021-11-02,8,344,0.15498107351485882
2021-11-03,6,434,0.23274197716509878
2021-11-04,8,348,0.18355835595386186
2021-11-05,7,406,0.18372070939277055
2021-11-06,5,451,0.2813073631629499
2021-11-07,5,497,0.19583191976101064
2021-11-08,5,473,0.3097842360888272
2021-11-09,4,504,0.12577704798083653
2021-11-10,8,506,0.315323857854524
2021-11-11,6,306,0.15572749478153378
2021-11-12,8,317,0.16822849032437656
2021-11-13,6,496,0.2517543775812271
2021-11-14,5,336,0.4089538721694773
2021-11-15,10,350,0.04432366541212754
2021-11-16,2,463,0.2371094051313922
2021-11-17,6,312,0.05109996448760279
2021-11-18,4,315,0.2019147777415752
2021-11-19,5,389,0.07968673979833071
2021-11-20,7,344,0.2468605796499592
2021-11-21,3,350,0.1752974299254003
2021-11-22,8,281,0.15774588895949623
2021-11-23,5,340,0.10460605806033549
2021-11-24,1,472,0.181058632901845
2021-11-25,7,427,0.292165011192446
2021-11-26,5,358,0.20863553155003703
2021-11-27,5,340,0.2744584027199679
2021-11-28,5,413,0.0
2021-11-29,3,404,0.18374738718701003
2021-11-30,8,501,0.2579643229322647
2021-12-01,8,522,0.238310021207322
2021-12-02,5,424,0.24914750636819402
2021-12-03,6,443,0.2995532469083081
2021-12-04,4,375,0.15402692686257727
2021-12-05,9,367,0.34444203881536917
2021-12-06,5,434,0.49233556173190884
2021-12-07,6,383,0.33867580661311536
2021-12-08,3,427,0.160798736008087
2021-12-09,6,398,0.1503695269044716
2021-12-10,2,317,0.18626458260938558
2021-12-11,4,532,0.1342567842446862
2021-12-12,2,434,0.23400593668608013
2021-12-13,6,373,0.19576643418017628
2021-12-14,6,279,0.13499760655931017
2021-12-15,7,481,0.13721167855582103
2021-12-16,3,370,0.3013675740543863
2021-12-17,3,401,0.1022437874527313
2021-12-18,7,432,0.2514254756017835
2021-12-19,7,367,0.31714263477638727
2021-12-20,5,454,0.3381454078690487
2021-12-21,5,341,0.01225571147638907
2021-12-22,9,447,0.2681339503185609
2021-12-23,6,348,0.3362617026613368
2021-12-24,6,427,0.2859587886979802
2021-12-25,5,288,0.10982184132991793
2021-12-26,4,423,0.23400512945688903
2021-12-27,3,319,0.27797554962888205
2021-12-28,5,420,0.2606428013690071
2021-12-29,5,452,0.49852590026034105
2021-12-30,6,378,0.016382553556750196
2021-12-31,3,336,0.2918454443942414
2022-01-01,6,483,0.3833922652193783
2022-01-02,3,414,0.14352259958290575
2022-01-03,9,438,0.004155845786536189
2022-01-04,4,307,0.1591899160839779
2022-01-05,9,477,0.17766494591162643
2022-01-06,8,461,0.019125298435774735
2022-01-07,4,502,0.154269834491321
2022-01-08,2,376,0.19128013512368505
2022-01-09,3,402,0.15080975524937948
2022-01-10,3,342,0.17167324911605328
2022-01-11,4,361,0.08623143295751831
2022-01-12,3,359,0.14209474520527457
2022-01-13,8,459,0.18821259354184042
2022-01-14,6,472,0.3060813686255389
2022-01-15,4,429,0.059443298082135776
2022-01-16,3,468,0.15790611143077152
2022-01-17,8,418,0.1706152963652894
2022-01-18,7,308,0.34347349796643445
2022-01-19,6,362,0.24705147617608017
2022-01-20,5,438,0.25899484845549425
2022-01-21,1,509,0.26124687940136027
2022-01-22,3,481,0.14024313642330336
2022-01-23,3,411,0.332893331953541
2022-01-24,5,392,0.37547755448465847
2022-01-25,7,517,0.049292807682161266
2022-01-26,7,393,0.1494253295738063
2022-01-27,4,484,0.20540768198469714
2022-01-28,4,466,0.38199488505496704
2022-01-29,4,335,0.07319857926166234
2022-01-30,7,502,0.276527643836476
2022-01-31,3,386,0.18935811199970112
2022-02-01,8,312,0.20747762679219686
2022-02-02,5,470,0.23153418589006539
2022-02-03,2,305,0.12951315461845095
2022-02-04,2,360,0.0
2022-02-05,7,340,0.14198563484972238
2022-02-06,6,506,0.35005713689626683
2022-02-07,3,460,0.278136222236251
2022-02-08,7,479,0.0
2022-02-09,2,334,0.09609264336082188
2022-02-10,6,338,0.3035825238417569
2022-02-11,4,492,0.07448922507433642
2022-02-12,6,468,0.22908528001767067
2022-02-13,6,390,0.10039502139982256
2022-02-14,7,385,0.03315612460973716
2022-02-15,2,324,0.2375216957157162
2022-02-16,4,388,0.12164778158646175
2022-02-17,5,432,0.29988166447781506
2022-02-18,7,417,0.0
2022-02-19,5,315,0.26933246903326014
2022-02-20,2,458,0.2750579167521765
2022-02-21,3,497,0.28641542134708864
2022-02-22,8,374,0.03587467976401368
2022-02-23,4,358,0.2985449685615218
2022-02-24,507,5119,0.01
2022-02-25,504,5067,0.01
2022-02-26,506,5078,0.01
2022-02-27,508,5081,0.01
2022-02-28,507,5089,0.01
2022-03-01,505,5061,0.01
2022-03-02,503,5118,0.01
2022-03-03,509,5097,0.01
2022-03-04,504,5102,0.01
2022-03-05,504,5105,0.01
2022-03-06,508,5102,0.01
2022-03-07,505,5108,0.01
2022-03-08,505,5098,0.01
2022-03-09,507,5108,0.01
2022-03-10,504,5050,0.01
2022-03-11,505,5080,0.01
2022-03-12,505,5123,0.01
2022-03-13,504,5078,0.01
2022-03-14,504,5106,0.01
2022-03-15,502,5103,0.01
2022-03-16,509,5129,0.01
2022-03-17,507,5095,0.01
2022-03-18,506,5063,0.01
2022-03-19,502,5130,0.01
2022-03-20,508,5132,0.01
2022-03-21,505,5109,0.01
2022-03-22,503,5107,0.01
2022-03-23,502,5077,0.01
2022-03-24,501,5092,0.01
2022-03-25,504,5061,0.01
2022-03-26,502,5086,0.01
2022-03-27,504,5119,0.01
2022-03-28,504,5124,0.01
2022-03-29,505,5060,0.01
2022-03-30,504,5041,0.01
2022-03-31,504,5112,0.01
2022-04-01,502,5076,0.01
2022-04-02,502,5131,0.01
2022-04-03,506,5070,0.01
2022-04-04,507,5076,0.01
2022-04-05,506,5121,0.01
2022-04-06,505,5122,0.01
2022-04-07,506,5080,0.01
2022-04-08,504,5090,0.01
2022-04-09,508,5078,0.01
2022-04-10,503,5105,0.01
2022-04-11,504,5095,0.01
2022-04-12,501,5096,0.01
2022-04-13,503,5089,0.01
2022-04-14,506,5066,0.01
2022-04-15,505,5112,0.01
2022-04-16,505,5082,0.01
2022-04-17,503,5081,0.01
2022-04-18,504,5084,0.01
2022-04-19,504,5081,0.01
2022-04-20,501,5123,0.01
2022-04-21,505,5068,0.01
2022-04-22,503,5128,0.01
2022-04-23,509,5106,0.01
2022-04-24,508,5090,0.01
2022-04-25,505,5151,0.01
2022-04-26,502,5103,0.01
2022-04-27,504,5139,0.01
2022-04-28,507,5089,0.01
2022-04-29,505,5092,0.01
2022-04-30,508,5089,0.01
2022-05-01,504,5074,0.01
2022-05-02,505,5095,0.01
2022-05-03,504,5108,0.01
2022-05-04,505,5094,0.01
2022-05-05,503,5143,0.01
2022-05-06,505,5117,0.01
2022-05-07,503,5139,0.01
2022-05-08,505,5145,0.01
2022-05-09,507,5108,0.01
2022-05-10,506,5088,0.01
2022-05-11,504,5116,0.01
2022-05-12,503,5108,0.01
2022-05-13,510,5073,0.01
2022-05-14,503,5128,0.01
2022-05-15,503,5075,0.01
2022-05-16,503,5105,0.01
2022-05-17,505,5102,0.01
2022-05-18,505,5142,0.01
2022-05-19,504,5098,0.01
2022-05-20,503,5119,0.01
2022-05-21,501,5123,0.01
2022-05-22,503,5079,0.01
2022-05-23,505,5093,0.01
2022-05-24,506,5082,0.01
2022-05-25,507,5088,0.01
2022-05-26,506,5084,0.01
2022-05-27,505,5080,0.01
2022-05-28,506,5127,0.01
2022-05-29,505,5151,0.01
2022-05-30,503,5124,0.01
2022-05-31,508,5089,0.01
2022-06-01,503,5063,0.01
2022-06-02,504,5082,0.01
2022-06-03,506,5104,0.01
2022-06-04,508,5087,0.01
2022-06-05,505,5070,0.01
2022-06-06,503,5126,0.01
2022-06-07,503,5097,0.01
2022-06-08,508,5106,0.01
2022-06-09,503,5140,0.01
2022-06-10,505,5100,0.01
2022-06-11,507,5123,0.01
2022-06-12,505,5083,0.01
2022-06-13,505,5108,0.01
2022-06-14,505,5080,0.01
2022-06-15,508,5106,0.01
2022-06-16,505,5119,0.01
2022-06-17,508,5120,0.01
2022-06-18,504,5095,0.01
2022-06-19,505,5101,0.01
2022-06-20,508,5117,0.01
2022-06-21,504,5101,0.01
2022-06-22,506,5108,0.01
2022-06-23,506,5077,0.01
2022-06-24,505,5127,0.01
2022-06-25,505,5101,0.01
2022-06-26,506,5092,0.01
2022-06-27,501,5085,0.01
2022-06-28,502,5097,0.01
2022-06-29,504,5088,0.01
2022-06-30,503,5125,0.01
2022-07-01,506,5095,0.01
2022-07-02,508,5080,0.01
2022-07-03,501,5113,0.01
2022-07-04,502,5078,0.01
2022-07-05,502,5064,0.01
2022-07-06,506,5078,0.01
2022-07-07,503,5082,0.01
2022-07-08,504,5111,0.01
2022-07-09,502,5131,0.01
2022-07-10,507,5118,0.01
2022-07-11,503,5128,0.01
2022-07-12,504,5074,0.01
2022-07-13,504,5111,0.01
2022-07-14,504,5086,0.01
2022-07-15,508,5075,0.01
2022-07-16,505,5094,0.01
2022-07-17,506,5097,0.01
2022-07-18,504,5077,0.01
2022-07-19,503,5089,0.01
2022-07-20,501,5078,0.01
2022-07-21,506,5102,0.01
2022-07-22,504,5126,0.01
2022-07-23,505,5095,0.01
2022-07-24,507,5113,0.01
2022-07-25,510,5108,0.01
2022-07-26,503,5132,0.01
2022-07-27,505,5120,0.01
2022-07-28,508,5079,0.01
2022-07-29,503,5115,0.01
2022-07-30,509,5088,0.01
2022-07-31,505,5123,0.01
2022-08-01,505,5075,0.01
2022-08-02,505,5112,0.01
2022-08-03,508,5087,0.01
2022-08-04,505,5106,0.01
2022-08-05,509,5104,0.01
2022-08-06,503,5138,0.01
2022-08-07,507,5058,0.01
2022-08-08,502,5097,0.01
2022-08-09,504,5045,0.01
2022-08-10,502,5085,0.01
2022-08-11,504,5098,0.01
2022-08-12,503,5143,0.01
2022-08-13,503,5084,0.01
2022-08-14,511,5110,0.01
2022-08-15,505,5118,0.01
2022-08-16,503,5097,0.01
2022-08-17,505,5129,0.01
2022-08-18,506,5115,0.01
2022-08-19,504,5091,0.01
2022-08-20,504,5094,0.01
2022-08-21,503,5098,0.01
2022-08-22,507,5103,0.01
2022-08-23,507,5112,0.01
2022-08-24,503,5124,0.01
2022-08-25,505,5088,0.01
2022-08-26,504,5095,0.01
2022-08-27,503,5119,0.01
2022-08-28,506,5094,0.01
2022-08-29,510,5107,0.01
2022-08-30,504,5056,0.01
2022-08-31,504,5100,0.01
2022-09-01,505,5119,0.01
2022-09-02,503,5096,0.01
2022-09-03,507,5105,0.01
2022-09-04,502,5098,0.01
2022-09-05,503,5096,0.01
2022-09-06,510,5104,0.01
2022-09-07,504,5084,0.01
2022-09-08,504,5094,0.01
2022-09-09,505,5100,0.01
2022-09-10,501,5137,0.01
2022-09-11,506,5150,0.01
2022-09-12,508,5068,0.01
2022-09-13,507,5100,0.01
2022-09-14,501,5103,0.01
2022-09-15,508,5084,0.01
2022-09-16,507,5062,0.01
2022-09-17,504,5097,0.01
2022-09-18,504,5073,0.01
2022-09-19,506,5090,0.01
2022-09-20,504,5097,0.01
2022-09-21,503,5088,0.01
2022-09-22,504,5091,0.01
2022-09-23,507,5096,0.01
2022-09-24,507,5103,0.01
2022-09-25,501,5124,0.01
2022-09-26,508,5121,0.01
2022-09-27,506,5118,0.01
2022-09-28,504,5060,0.01
2022-09-29,504,5108,0.01
2022-09-30,504,5120,0.01
2022-10-01,504,5086,0.01
2022-10-02,504,5089,0.01
2022-10-03,504,5105,0.01
2022-10-04,504,5091,0.01
2022-10-05,507,5072,0.01
2022-10-06,504,5121,0.01
2022-10-07,507,5097,0.01
2022-10-08,504,5097,0.01
2022-10-09,505,5098,0.01
2022-10-10,506,5107,0.01
2022-10-11,505,5104,0.01
2022-10-12,507,5111,0.01
2022-10-13,503,5082,0.01
2022-10-14,504,5102,0.01
2022-10-15,502,5125,0.01
2022-10-16,504,5114,0.01
2022-10-17,505,5107,0.01
2022-10-18,506,5125,0.01
2022-10-19,505,5072,0.01
2022-10-20,503,5083,0.01
2022-10-21,504,5100,0.01
2022-10-22,504,5117,0.01
2022-10-23,506,5117,0.01
2022-10-24,504,5113,0.01
2022-10-25,506,5088,0.01
2022-10-26,502,5091,0.01
2022-10-27,503,5090,0.01
2022-10-28,506,5119,0.01
2022-10-29,509,5096,0.01
2022-10-30,509,5102,0.01
2022-10-31,503,5104,0.01
2022-11-01,503,5128,0.01
2022-11-02,505,5095,0.01
2022-11-03,509,5089,0.01
2022-11-04,504,5076,0.01
2022-11-05,504,5114,0.01
2022-11-06,506,5087,0.01
2022-11-07,509,5132,0.01
2022-11-08,502,5085,0.01
2022-11-09,507,5088,0.01
2022-11-10,501,5076,0.01
2022-11-11,501,5133,0.01
2022-11-12,506,5121,0.01
2022-11-13,506,5070,0.01
2022-11-14,510,5067,0.01
2022-11-15,507,5104,0.01
2022-11-16,504,5103,0.01
2022-11-17,505,5081,0.01
2022-11-18,507,5076,0.01
2022-11-19,506,5071,0.01
2022-11-20,503,5119,0.01
2022-11-21,504,5070,0.01
2022-11-22,510,5087,0.01
2022-11-23,505,5147,0.01
2022-11-24,503,5114,0.01
2022-11-25,503,5098,0.01
2022-11-26,505,5079,0.01
2022-11-27,505,5072,0.01
2022-11-28,508,5096,0.01
2022-11-29,503,5111,0.01
2022-11-30,503,5123,0.01
2022-12-01,505,5105,0.01
2022-12-02,503,5091,0.01
2022-12-03,510,5105,0.01
2022-12-04,506,5085,0.01
2022-12-05,504,5109,0.01
2022-12-06,506,5131,0.01
2022-12-07,502,5128,0.01
2022-12-08,504,5092,0.01
2022-12-09,506,5083,0.01
2022-12-10,507,5117,0.01
2022-12-11,501,5111,0.01
2022-12-12,503,5127,0.01
2022-12-13,502,5096,0.01
2022-12-14,507,5100,0.01
2022-12-15,505,5086,0.01
2022-12-16,504,5098,0.01
2022-12-17,503,5102,0.01
2022-12-18,505,5087,0.01
2022-12-19,504,5111,0.01
2022-12-20,502,5119,0.01
2022-12-21,506,5104,0.01
2022-12-22,505,5079,0.01
2022-12-23,502,5066,0.01
2022-12-24,505,5112,0.01
2022-12-25,503,5089,0.01
2022-12-26,508,5101,0.01
2022-12-27,506,5074,0.01
2022-12-28,501,5121,0.01
2022-12-29,506,5107,0.01
2022-12-30,503,5144,0.01
2022-12-31,506,5115,0.01
2023-01-01,506,5110,0.01
