date,kinetic_score,narrative_volume,sentiment_score
2018-05-26,2,37,0.5447616937661409
2018-05-27,2,21,0.41484865159586914
2018-05-28,2,37,0.5323104975745007
2018-05-29,3,41,0.5068936674469642
2018-05-30,1,45,0.5747327055231725
2018-05-31,3,29,0.3682998560739106
2018-06-01,1,55,0.49020344800469223
2018-06-02,3,52,0.405536244175436
2018-06-03,0,47,0.35778346758223745
2018-06-04,3,32,0.3255345296688583
2018-06-05,0,41,0.5335565398349904
2018-06-06,1,41,0.7143571583398551
2018-06-07,1,57,0.5090274619061789
2018-06-08,2,58,0.5845420046154978
2018-06-09,4,65,0.5023952667107794
2018-06-10,1,50,0.39171993985870024
2018-06-11,0,29,0.2845143328134231
2018-06-12,2,52,0.36815257829576087
2018-06-13,1,28,0.435096333327047
2018-06-14,0,13,0.4445705133482188
2018-06-15,2,29,0.5016669308648123
2018-06-16,1,32,0.4335464341950304
2018-06-17,3,32,0.5174280468746776
2018-06-18,1,65,0.3392895545399979
2018-06-19,0,37,0.6003992988582689
2018-06-20,2,28,0.47037017981388496
2018-06-21,0,25,0.37221833124091247
2018-06-22,2,44,0.3727332857726529
2018-06-23,1,32,0.3771684850052114
2018-06-24,1,40,0.4369654854012792
2018-06-25,0,27,0.5212998430172389
2018-06-26,0,48,0.35595862254320976
2018-06-27,3,33,0.3562644317776679
2018-06-28,1,23,0.6264686934262719
2018-06-29,3,53,0.27468929530617847
2018-06-30,1,52,0.23301223129591414
2018-07-01,1,49,0.44690417493634266
2018-07-02,2,43,0.27898316073433743
2018-07-03,1,41,0.4316016663647321
2018-07-04,2,23,0.5051863655309501
2018-07-05,3,56,0.6070494635261139
2018-07-06,1,38,0.5306593247913687
2018-07-07,1,36,0.4698558362896292
2018-07-08,1,24,0.3701560952582946
2018-07-09,2,30,0.713238206483739
2018-07-10,3,34,0.46220098146453614
2018-07-11,2,36,0.474252042561252
2018-07-12,0,39,0.627080063563551
2018-07-13,2,44,0.5032595109370551
2018-07-14,1,22,0.5644135202616418
2018-07-15,0,39,0.5120672097550678
2018-07-16,0,50,0.46196056688870696
2018-07-17,5,24,0.44420950926622155
2018-07-18,2,44,0.4707687687163111
2018-07-19,0,48,0.4633847654246
2018-07-20,0,29,0.5553152853332903
2018-07-21,6,25,0.5001033343517345
2018-07-22,0,42,0.4021251378336523
2018-07-23,2,44,0.2570315403685843
2018-07-24,2,42,0.5389630795623437
2018-07-25,1,40,0.5565480375065351
2018-07-26,4,34,0.20153884209141854
2018-07-27,4,55,0.39771399728467316
2018-07-28,1,26,0.35813480535158015
2018-07-29,1,39,0.4734214732536521
2018-07-30,2,38,0.3674415156982539
2018-07-31,4,41,0.4992451264008149
2018-08-01,2,34,0.39010756034406646
2018-08-02,0,33,0.5689016531107551
2018-08-03,0,36,0.3326429792987875
2018-08-04,2,34,0.513293181775551
2018-08-05,1,55,0.6295877673095522
2018-08-06,0,36,0.5083800376156291
2018-08-07,0,42,0.4834456789987025
2018-08-08,2,22,0.32426596995711554
2018-08-09,1,31,0.4491721925449951
2018-08-10,0,34,0.47237879516388986
2018-08-11,2,52,0.48431350510168736
2018-08-12,2,45,0.41407079092129406
2018-08-13,6,50,0.6031688801240915
2018-08-14,1,36,0.3666441012720733
2018-08-15,1,44,0.4900412029238437
2018-08-16,1,48,0.3010606940350694
2018-08-17,2,46,0.6663254723305461
2018-08-18,1,42,0.6077453279763474
2018-08-19,2,41,0.4908512348377426
2018-08-20,0,50,0.34734847005889397
2018-08-21,0,21,0.546501496106323
2018-08-22,1,43,0.3974194612687043
2018-08-23,0,55,0.44342497389270125
2018-08-24,2,27,0.43222596785125944
2018-08-25,2,42,0.39359213692632716
2018-08-26,1,46,0.44008241362206174
2018-08-27,2,48,0.4293432831568671
2018-08-28,1,40,0.42705973972696476
2018-08-29,2,43,0.4956753219153784
2018-08-30,4,52,0.49914045670194973
2018-08-31,1,43,0.3742600483101691
2018-09-01,1,32,0.4485710968610031
2018-09-02,1,33,0.5495752236681356
2018-09-03,1,38,0.3811840309899728
2018-09-04,2,47,0.4925457561784965
2018-09-05,1,30,0.445228864385802
2018-09-06,2,64,0.4477396910555181
2018-09-07,2,42,0.24582651315757093
2018-09-08,0,37,0.4413861554516636
2018-09-09,0,29,0.42188997071140455
2018-09-10,3,53,0.542463368291277
2018-09-11,0,58,0.4857925728691769
2018-09-12,3,41,0.5450145470998832
2018-09-13,3,36,0.4704549396090746
2018-09-14,0,33,0.40161141659456784
2018-09-15,1,45,0.3926299996061421
2018-09-16,2,30,0.5253325760377241
2018-09-17,3,34,0.47115949703803933
2018-09-18,0,37,0.28314159261224103
2018-09-19,3,27,0.30356251197901796
2018-09-20,1,42,0.5547098302612155
2018-09-21,2,23,0.3927231575451474
2018-09-22,2,54,0.5880091354147452
2018-09-23,1,44,0.47606737658239073
2018-09-24,0,43,0.42085100210065096
2018-09-25,1,38,0.556240150987512
2018-09-26,1,28,0.48192233421955466
2018-09-27,2,27,0.5660826787378519
2018-09-28,1,39,0.49770408272231215
2018-09-29,1,40,0.321700777581143
2018-09-30,2,46,0.310800366281199
2018-10-01,1,48,0.5722500914886881
2018-10-02,3,36,0.48797261869401237
2018-10-03,0,39,0.44627777634901583
2018-10-04,2,38,0.34650451354678674
2018-10-05,2,49,0.48464884758979926
2018-10-06,2,31,0.4903390023354078
2018-10-07,0,51,0.3460094072874469
2018-10-08,0,42,0.38492864626549106
2018-10-09,2,48,0.4995681887972605
2018-10-10,3,42,0.5550654396007613
2018-10-11,0,41,0.4949228434919746
2018-10-12,1,29,0.6131125852281872
2018-10-13,1,50,0.42476199565355505
2018-10-14,4,51,0.3272392184863008
2018-10-15,3,38,0.4625576453471542
2018-10-16,1,29,0.3059949117405706
2018-10-17,2,24,0.4196464014422802
2018-10-18,1,41,0.3799884126794992
2018-10-19,2,49,0.41751686164913776
2018-10-20,2,28,0.29672041477376543
2018-10-21,2,53,0.506390912005236
2018-10-22,3,47,0.4781191423969376
2018-10-23,2,38,0.505307327644048
2018-10-24,0,23,0.440166037320525
2018-10-25,1,41,0.58920022863446
2018-10-26,1,30,0.5440771187988216
2018-10-27,1,45,0.35316555451363646
2018-10-28,0,58,0.47222827174582843
2018-10-29,0,24,0.4940474737960399
2018-10-30,3,41,0.4070594458874747
2018-10-31,4,44,0.3203624080736158
2018-11-01,3,47,0.37991683211339144
2018-11-02,2,33,0.4778994162223802
2018-11-03,2,45,0.37650895855222005
2018-11-04,1,52,0.6123396562299046
2018-11-05,1,54,0.28146890612380593
2018-11-06,2,31,0.6139116805444067
2018-11-07,2,43,0.39658516503119035
2018-11-08,1,28,0.3788701375239462
2018-11-09,1,32,0.45334587709923024
2018-11-10,1,50,0.46085426760284387
2018-11-11,2,52,0.32903589813087947
2018-11-12,4,40,0.38191127179609186
2018-11-13,1,30,0.5129413584886787
2018-11-14,1,55,0.419321960712863
2018-11-15,2,29,0.4183591550305198
2018-11-16,4,32,0.47253427536890674
2018-11-17,1,45,0.5082395959984063
2018-11-18,1,29,0.36102538982134313
2018-11-19,1,40,0.5208089121856676
2018-11-20,1,61,0.336854697934757
2018-11-21,4,40,0.44011103468088575
2018-11-22,4,34,0.42636452629110044
2018-11-23,1,29,0.5813068515588715
2018-11-24,3,64,0.41998597156075085
2018-11-25,1,14,0.4563956786910933
2018-11-26,0,33,0.4313028697014554
2018-11-27,0,45,0.4553988418445793
2018-11-28,1,11,0.4793269314133503
2018-11-29,0,27,0.5099928729996205
2018-11-30,2,33,0.4437343043797556
2018-12-01,1,34,0.4089068843700816
2018-12-02,0,33,0.4197530313511872
2018-12-03,1,41,0.45030460201534145
2018-12-04,2,44,0.6788682068797672
2018-12-05,1,38,0.5489369438282131
2018-12-06,0,28,0.26980195624199804
2018-12-07,3,34,0.190895770785509
2018-12-08,0,48,0.37035598189404206
2018-12-09,0,25,0.4683359919779156
2018-12-10,0,30,0.4469061002844376
2018-12-11,2,39,0.3566732040926804
2018-12-12,0,51,0.36370946612495014
2018-12-13,1,31,0.22236264914079978
2018-12-14,4,33,0.6326009713546936
2018-12-15,1,61,0.3894285076996662
2018-12-16,4,28,0.45626853968868736
2018-12-17,3,42,0.40451796841115467
2018-12-18,0,26,0.35283859614893487
2018-12-19,2,35,0.40639465123501206
2018-12-20,0,51,0.5218953310665067
2018-12-21,1,49,0.37432049114305394
2018-12-22,2,42,0.3574379150225634
2018-12-23,3,54,0.6299271575019
2018-12-24,3,45,0.42896298414389544
2018-12-25,1,22,0.2552116486678837
2018-12-26,2,37,0.42231867001110796
2018-12-27,2,43,0.4765898479813848
2018-12-28,2,37,0.6107345576019994
2018-12-29,4,43,0.45303116574943425
2018-12-30,1,39,0.44141067502822084
2018-12-31,2,52,0.4521271576736062
2019-01-01,3,45,0.27392372408441823
2019-01-02,4,37,0.4480376514189526
2019-01-03,1,52,0.40771880389144566
2019-01-04,0,56,0.48946715298229815
2019-01-05,1,51,0.3890217095680618
2019-01-06,1,32,0.5148280433843859
2019-01-07,2,35,0.36796561754693047
2019-01-08,3,45,0.48387205028696356
2019-01-09,2,24,0.5762584103427182
2019-01-10,1,34,0.7058199285668252
2019-01-11,1,55,0.6506092888159123
2019-01-12,3,47,0.3948814283671467
2019-01-13,1,38,0.4046771950672725
2019-01-14,4,35,0.36139575456683265
2019-01-15,1,44,0.313453797780782
2019-01-16,4,52,0.5082097703468615
2019-01-17,0,51,0.4195776118828186
2019-01-18,1,27,0.4848644344334221
2019-01-19,1,34,0.5271438991915824
2019-01-20,1,50,0.4305054791571042
2019-01-21,1,38,0.5890499781240747
2019-01-22,1,42,0.41215459481535405
2019-01-23,1,49,0.5278109186126018
2019-01-24,0,30,0.4801791899819466
2019-01-25,3,38,0.4296326249823034
2019-01-26,1,37,0.4867365506816178
2019-01-27,1,54,0.42288763989574313
2019-01-28,0,34,0.44859804617424115
2019-01-29,0,15,0.538404539636105
2019-01-30,2,42,0.4587331057915409
2019-01-31,2,24,0.3970947322653705
2019-02-01,2,28,0.5067055517388103
2019-02-02,3,31,0.4184735155758454
2019-02-03,0,32,0.3689747562985619
2019-02-04,3,44,0.5193105607263144
2019-02-05,0,43,0.6311504812593517
2019-02-06,0,29,0.15786495165053926
2019-02-07,0,35,0.6510009289300002
2019-02-08,2,40,0.37719970587708657
2019-02-09,2,33,0.5102477209439482
2019-02-10,1,51,0.37316350526859277
2019-02-11,1,36,0.5011415500929954
2019-02-12,3,39,0.3764141550677165
2019-02-13,3,50,0.5005424093216699
2019-02-14,13,521,0.1
2019-02-15,7,142,0.335277367512222
2019-02-16,2,172,0.26828069092053364
2019-02-17,5,175,0.14324670857457272
2019-02-18,7,197,0.36737269977425885
2019-02-19,7,177,0.30964423395606716
2019-02-20,4,236,0.1933039024446756
2019-02-21,4,155,0.20892913408975833
2019-02-22,3,182,0.18245385551442217
2019-02-23,5,197,0.30242646776431686
2019-02-24,4,212,0.39439966655745456
2019-02-25,6,159,0.2650136116371385
2019-02-26,52,835,0.05
2019-02-27,81,1045,0.05
2019-02-28,4,61,0.5032030193292453
2019-03-01,1,22,0.5028303034666919
2019-03-02,1,47,0.36140840040407207
2019-03-03,1,28,0.32268402307574673
2019-03-04,4,23,0.4004141589263187
2019-03-05,3,39,0.29784723466076873
2019-03-06,2,34,0.4741048477108165
2019-03-07,2,30,0.4031417068089984
2019-03-08,0,39,0.5134540288057224
2019-03-09,3,47,0.3825779593688136
2019-03-10,2,43,0.44802146847850344
2019-03-11,1,41,0.4030447820938667
2019-03-12,1,14,0.2966725396290875
2019-03-13,2,27,0.18685681165800938
2019-03-14,3,42,0.478873239471996
2019-03-15,1,25,0.4183246670601482
2019-03-16,1,48,0.3918162168082979
2019-03-17,2,41,0.5492460831494527
2019-03-18,0,37,0.46131342376799717
2019-03-19,2,54,0.3790649712063933
2019-03-20,2,28,0.5529221791233894
2019-03-21,4,48,0.5035173471049099
2019-03-22,0,36,0.5075779782666453
2019-03-23,3,51,0.6699098180556704
2019-03-24,2,34,0.6005818287639657
2019-03-25,3,28,0.45068030983927715
2019-03-26,0,36,0.41826544072713917
2019-03-27,3,43,0.6400935612994574
2019-03-28,1,47,0.43041391799121625
2019-03-29,1,53,0.4359165637194143
2019-03-30,0,50,0.4164604277226207
2019-03-31,1,51,0.4631458400781221
2019-04-01,1,30,0.23438989686251835
2019-04-02,2,37,0.4425089155344981
2019-04-03,1,27,0.45442593860703295
2019-04-04,1,42,0.23840800045290078
2019-04-05,1,52,0.40017321168996506
2019-04-06,1,41,0.5696690817654638
2019-04-07,3,28,0.459767585556028
2019-04-08,0,22,0.3049026737558912
2019-04-09,1,29,0.4464004588022758
2019-04-10,2,13,0.3279329950318087
2019-04-11,2,29,0.4829839953623343
2019-04-12,0,39,0.4897244609241453
2019-04-13,1,46,0.40092278701771195
2019-04-14,2,40,0.31779006800551424
2019-04-15,1,41,0.5760207406078839
2019-04-16,0,43,0.4142088909618838
2019-04-17,0,47,0.5355108632154688
2019-04-18,1,38,0.5940073516533455
2019-04-19,1,44,0.5260772749670614
2019-04-20,1,56,0.6061906424766106
2019-04-21,1,33,0.45756722940472355
2019-04-22,2,30,0.452887572314901
2019-04-23,2,72,0.3255541600162166
2019-04-24,2,37,0.517440124149432
2019-04-25,3,55,0.619532953286969
2019-04-26,3,29,0.3705573946531319
2019-04-27,1,47,0.36376476269365554
2019-04-28,2,40,0.5579543620811641
2019-04-29,3,42,0.6225907770352375
2019-04-30,2,52,0.3060435946623816
2019-05-01,0,44,0.4985962282927271
2019-05-02,2,55,0.3803847641036879
2019-05-03,1,61,0.5284600318436709
2019-05-04,2,32,0.4836160046276041
2019-05-05,1,28,0.4428554342901219
2019-05-06,2,37,0.552770440660569
2019-05-07,1,51,0.47798426609976086
2019-05-08,1,54,0.4021422555378533
2019-05-09,0,46,0.49060851970162345
2019-05-10,2,44,0.6718739677200842
2019-05-11,1,29,0.34837508255417504
2019-05-12,1,42,0.49274559249951166
2019-05-13,1,30,0.5435881556271716
2019-05-14,1,45,0.38843713255024354
2019-05-15,3,19,0.40709480731521497
2019-05-16,1,41,0.3447034921599693
2019-05-17,4,46,0.4330365880904845
2019-05-18,1,40,0.39451282872292426
2019-05-19,3,45,0.41399678853451394
2019-05-20,0,33,0.4106242683526788
2019-05-21,2,62,0.4089718564029003
2019-05-22,1,15,0.44698283333708655
2019-05-23,2,52,0.5130815849144619
2019-05-24,0,37,0.4827419771650988
2019-05-25,2,49,0.4174637121648585
2019-05-26,4,46,0.4335583559538619
2019-05-27,0,41,0.4160085494230783
2019-05-28,2,41,0.4189245528219201
2019-05-29,3,29,0.5288548618317301
2019-05-30,4,31,0.5695336118002816
2019-05-31,2,54,0.39490888174451466
2019-06-01,1,35,0.41639260138499634
2019-06-02,2,24,0.31464401438656064
2019-06-03,0,21,0.3774866906483639
2019-06-04,2,49,0.6419000893218606
2019-06-05,2,43,0.5268517114149556
2019-06-06,3,35,0.410247017904454
2019-06-07,4,41,0.4057274947815338
2019-06-08,2,61,0.49329766827277316
2019-06-09,3,47,0.5947861436076745
2019-06-10,3,40,0.4877727662321636
2019-06-11,1,51,0.5017543775812271
2019-06-12,3,41,0.41169165864474366
2019-06-13,3,38,0.3956128134220684
2019-06-14,2,46,0.4684652775904601
2019-06-15,2,62,0.29432366541212757
2019-06-16,4,40,0.4684942282874409
2019-06-17,2,39,0.6778333029161634
2019-06-18,2,37,0.3010999644876028
2019-06-19,1,31,0.5816958836686704
2019-06-20,4,44,0.5028768105791573
2019-06-21,1,54,0.427942753251916
2019-06-22,6,53,0.47332059639852075
2019-06-23,0,35,0.4968605796499592
2019-06-24,2,34,0.30431621306066775
2019-06-25,1,74,0.30365940415733117
2019-06-26,2,22,0.40774588895949626
2019-06-27,3,51,0.4226303903767616
2019-06-28,3,44,0.5157524413485111
2019-06-29,1,44,0.36350493483691737
2019-06-30,1,44,0.6202055154015926
2019-07-01,1,38,0.46733414237135545
2019-07-02,3,46,0.5038977975701099
2019-07-03,2,31,0.3469985424136892
2019-07-04,1,26,0.5885148925212323
2019-07-05,2,33,0.5713381399904993
2019-07-06,2,38,0.5166166065471662
2019-07-07,2,38,0.39476783264226556
2019-07-08,1,49,0.43374738718701006
2019-07-09,0,34,0.3534242584393741
2019-07-10,2,45,0.5896848201813328
2019-07-11,2,33,0.41238233972183114
2019-07-12,2,47,0.37488739430735546
2019-07-13,1,27,0.27005360685246105
2019-07-14,1,41,0.275077995698979
2019-07-15,1,17,0.4206203349859206
2019-07-16,2,54,0.48118141834772604
2019-07-17,1,39,0.49486131033181624
2019-07-18,0,37,0.4720381582788034
2019-07-19,0,35,0.5442238151497362
2019-07-20,0,46,0.33861469003988665
2019-07-21,0,43,0.4051231775511369
2019-07-22,2,38,0.2534899425646411
2019-07-23,1,36,0.47998509517707466
2019-07-24,3,40,0.7423355617319087
2019-07-25,2,22,0.384505403919731
2019-07-26,1,41,0.47299264678934305
2019-07-27,2,40,0.5852841174693273
2019-07-28,0,44,0.43168086542828776
2019-07-29,3,36,0.4077487265577957
2019-07-30,0,27,0.4065354910209805
2019-07-31,2,42,0.5448121439100645
2019-08-01,1,37,0.3885763381451303
2019-08-02,1,34,0.32499315107936055
2019-08-03,3,46,0.5161422784083347
2019-08-04,2,39,0.42327438855769733
2019-08-05,1,43,0.4538727020369612
2019-08-06,1,26,0.48744806464084456
2019-08-07,1,43,0.6953903345943571
2019-08-08,3,42,0.34332788911737844
2019-08-09,0,57,0.38721167855582106
2019-08-10,1,60,0.5271038919953255
2019-08-11,2,59,0.39414852579061127
2019-08-12,2,38,0.34930205265533587
2019-08-13,1,45,0.5799974046725753
2019-08-14,1,26,0.6040785811994749
2019-08-15,3,47,0.5959107157301978
2019-08-16,1,39,0.6605677066340632
2019-08-17,2,42,0.47971273521194047
2019-08-18,3,59,0.5039780258991957
2019-08-19,1,50,0.5012466516190387
2019-08-20,0,30,0.2622557114763891
2019-08-21,0,55,0.6134195266577176
2019-08-22,1,37,0.5392589517114352
2019-08-23,1,35,0.5825964674285233
2019-08-24,1,36,0.5969798926277288
2019-08-25,0,34,0.5574267612909867
2019-08-26,3,35,0.5862617026613368
2019-08-27,4,43,0.40205752582840687
2019-08-28,1,44,0.5842874212949412
2019-08-29,0,23,0.6126142798783112
2019-08-30,1,33,0.35982184132991796
2019-08-31,1,47,0.43413833229486787
2019-09-01,0,54,0.45852813179657387
2019-09-02,4,38,0.527975549628882
2019-09-03,1,37,0.46555224259549965
2019-09-04,2,45,0.5106428013690072
2019-09-05,2,32,0.34079542005490404
2019-09-06,1,35,0.5533118515399841
2019-09-07,3,16,0.3444821527896842
2019-09-08,0,36,0.2663825535567502
2019-09-09,2,12,0.40832973997656663
2019-09-10,4,19,0.5050986657571314
2019-09-11,3,51,0.6333922652193784
2019-09-12,0,33,0.34795954361677633
2019-09-13,0,31,0.3600888901572773
2019-09-14,2,39,0.4722434136969928
2019-09-15,3,32,0.5148088364660409
2019-09-16,1,36,0.455662845181217
2019-09-17,4,40,0.4897805451750471
2019-09-18,0,47,0.5608788382475365
2019-09-19,5,49,0.42766494591162646
2019-09-20,0,46,0.48574217162176186
2019-09-21,3,37,0.48367490488807885
2019-09-22,0,42,0.26912529843577476
2019-09-23,2,36,0.44895150231439956
2019-09-24,2,31,0.3826953154872988
2019-09-25,0,26,0.4412801351236851
2019-09-26,4,42,0.4507996899617266
2019-09-27,1,39,0.39286257785500883
2019-09-28,0,47,0.5989765140068566
2019-09-29,2,38,0.4104694522560254
2019-09-30,4,32,0.474892909531666
2019-10-01,0,41,0.3920947452052746
2019-10-02,2,53,0.33703497703995183
2019-10-03,1,46,0.35819912377781954
2019-10-04,2,29,0.41481758276627784
2019-10-05,1,54,0.41420561685986856
2019-10-06,3,56,0.3844421002670421
2019-10-07,2,50,0.4785344840443252
2019-10-08,4,38,0.341825251270116
2019-10-09,2,56,0.6919791733010463
2019-10-10,2,52,0.4614346891303689
2019-10-11,1,50,0.4996664734227375
2019-10-12,0,46,0.502839281186772
2019-10-13,4,35,0.39926163182539015
2019-10-14,1,49,0.42959067029844134
2019-10-15,4,40,0.30687772440331257
2019-10-16,2,42,0.4117321562448132
2019-10-17,7,39,0.43094716323363225
2019-10-18,1,41,0.4432085262437467
2019-10-19,3,37,0.3971966161436695
2019-10-20,0,29,0.5613360505943938
2019-10-21,0,37,0.4504813307376785
2019-10-22,2,33,0.43308488242566795
2019-10-23,3,56,0.6373917421030035
2019-10-24,2,55,0.585113591326123
2019-10-25,1,51,0.4481507411606952
2019-10-26,2,49,0.4145062548567718
2019-10-27,0,42,0.5152388716243567
2019-10-28,0,41,0.45540768198469717
2019-10-29,0,56,0.48549682547576656
2019-10-30,2,40,0.39656869977238257
2019-10-31,2,38,0.3231985792616624
2019-11-01,3,51,0.4799774563721565
2019-11-02,1,35,0.4749011676364524
2019-11-03,2,41,0.43935811199970115
2019-11-04,1,48,0.6143690495252239
2019-11-05,3,42,0.46933731738254564
2019-11-06,0,33,0.3863474276824398
2019-11-07,4,36,0.36361354341269575
2019-11-08,1,47,0.4815341858900654
2019-11-09,1,36,0.5867272806282082
2019-11-10,0,33,0.4461788972528679
2019-11-11,1,52,0.19626114039301157
2019-11-12,1,35,0.4015950363612982
2019-11-13,1,25,0.32001057207036754
2019-11-14,2,41,0.47867298390837915
2019-11-15,0,48,0.6000571368962668
2019-11-16,0,55,0.43841079386388676
2019-11-17,1,38,0.5535847304867618
2019-11-18,3,28,0.3995503515728367
2019-11-19,1,41,0.3460926433608219
2019-11-20,2,14,0.6487130970670105
2019-11-21,3,42,0.42377039878101674
2019-11-22,0,32,0.6190177633345958
2019-11-23,4,40,0.6227482738030988
2019-11-24,5,42,0.42802495041572713
2019-11-25,1,42,0.5328709435219917
2019-11-26,2,33,0.5300748021323299
2019-11-27,3,21,0.5335434088215865
2019-11-28,1,41,0.28315612460973716
2019-11-29,3,34,0.46304541120886766
2019-11-30,1,43,0.2834715332867548
2019-12-01,0,30,0.3716477815864618
